Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,Grade 7,HoFS.Learning Skills and Employment Wales,Operational Delivery,52120,77807,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,A.Teacher,Operational Delivery,26438,45637,6.81541
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,AUM.Business Community Engagement,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,CM.Activities,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,CM.People,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,CM.Security,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,FSM.Land Based Activities Enterprise,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,HM.Business,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,HM.Offender Management,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,PM.Programmes,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,HEO,SD.Catering,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,DGF.Deputy Governor With Function,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,FSUM.Catering,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HoFC.Residence and Services,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HoFCS.PSP Head of Business Assurance,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HoFS.Reducing Reoffending,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HoFS.Residence and Services,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HoFS.Security and Intelligence,Operational Delivery,34897,61763,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Usk/Prescoed,HMPPS60,SEO,HYB.HoFS Res and Safety and Operations,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS30,Grade 6,GC.Governor Complex,Operational Delivery,57373,95750,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,BA.Activity Hub,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,SSA.Business Hub,Operational Delivery,16005,25414,1.63514
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,SSA.Records,Operational Delivery,16005,25414,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,62.63515
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,SSO.Operational Support Grade YP,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,SSO.OSG General,Operational Delivery,16005,25414,20.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AA,Support Services.,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Activity Hub,Operational Delivery,18499,31874,6.67568
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Business Hub,Operational Delivery,18499,31874,12
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Management Coordinator,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,8.71621
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.People Hub,Operational Delivery,18499,31874,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Programmes,Operational Delivery,18499,31874,1.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Safe Decent and Secure,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,BA.Security Intelligence Collator,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PI.Enterprises Services,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Dedicated Search Team,Operational Delivery,18499,31874,7.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Detail,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Operations and Security,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Operations and Security YP,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,224.55128
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,PO.Safe Decent and Secure YP,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,SD.Catering,Operational Delivery,18499,31874,4.05406
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,AO,SO.Safe Decent and Secure,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,BAS.Access to Justice IT Security Controller,Operational Delivery,23501,36839,0.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,BAS.Intelligence Analyst,Intelligence Analysis,23501,36839,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.Catering,Operational Delivery,23501,36839,4
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.Offender Supervisor,Operational Delivery,23501,36839,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.Patrol Dog Handler,Operational Delivery,23501,36839,16
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.PEI,Operational Delivery,23501,36839,7
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.Programme Facilitator,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,POS.Search Dog Handler,Operational Delivery,23501,36839,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SO.Operations,Operational Delivery,23501,36839,4.02703
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SO.PEI,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,25.05406
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Braille,Operational Delivery,23501,36839,3.02703
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Engineering Welding and Fabrication,Operational Delivery,23501,36839,2.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Printing Print Finishing and Binding,Operational Delivery,23501,36839,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Textiles Garment Manufacture,Operational Delivery,23501,36839,12.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Waste Environmental,Operational Delivery,23501,36839,1.05406
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,EO,SPI.Woodwork Wood Assembly Joiner,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,Grade 7,DGC.Deputy Governor,Operational Delivery,52120,77807,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,AUM.Learning Skills and Employment,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,C.Anglican ORD Priest,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,C.Christian,Operational Delivery,26438,45637,0.48648
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,C.Free Church ORD,Operational Delivery,26438,45637,0.48649
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,C.Muslim,Operational Delivery,26438,45637,0.43243
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,C.Roman Catholic ORD Deacon Religious Brother Sister Lay,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Activities,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Corruption Prevention,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Dedicated Search Team,Operational Delivery,26438,45637,0.52703
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Dog Section,Operational Delivery,26438,45637,0.52703
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Offender Management Unit,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Operations,Operational Delivery,26438,45637,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.People,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,9
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Safe Decent and Secure BDG,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,CM.Security,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,FSM.RID Store,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,FSUM.Catering,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,HM.Activities,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,HM.Business,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,HM.Offender Management,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,HM.People,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,HYB.AUM Bus Comm Engagement and CandC Contract,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,HEO,SC.Managing Chaplain,Operational Delivery,26438,45637,0.56757
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFC.Public Protection,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFC.Reducing Reoffending,Operational Delivery,34897,61763,0.59459
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFC.Residence and Safety,Operational Delivery,34897,61763,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFC.Security and Intelligence,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFCS.Corporate Services,Operational Delivery,34897,61763,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFSC.Corruption prevention and Counter Terrorism,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFSC.Operations,Operational Delivery,34897,61763,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFSC.Performance Assurance,Operational Delivery,34897,61763,0.6
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,HoFSC.Safer Prisons and Equality,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS32,SEO,SC.Managing Chaplain,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS38,EO,POS.PEI,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,AO,BA.Activity Hub,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,AO,BA.Business Hub,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,AO,Other.Admin Assistant,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,EO,F.Interventions,Psychology,23501,36839,8
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,EO,POS.Programme Facilitator,Operational Delivery,23501,36839,5.7973
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,HEO,PM.Programmes,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,HEO,TM.Attitudes Thinking Behaviour,Psychology,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wakefield,HMPPS55,HEO,TP.Trainee Psychologist,Psychology,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wales Funding and commissioning,HMPPS26,EO,Learning & Skills.,Operational Delivery,23501,36839,0.78378
Ministry of Justice,Her Majesty's Prison and Probation Service,Wales Funding and commissioning,HMPPS60,SEO,CL.Head of Learning and Skills (Wales),Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,NA,AA,SSO.OSG General,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,NA,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,0.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,BA.Offender Management Hub,Operational Delivery,16005,25414,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,HYB.SSA : Business Hub : Records,Operational Delivery,16005,25414,0.44444
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,HYB.SSA Records and Visits Booking,Operational Delivery,16005,25414,1.48649
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,SSA.Records,Operational Delivery,16005,25414,1.67568
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,SSA.Visits Booking,Operational Delivery,16005,25414,0.66667
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,SSF.Waste Environmental,Operational Delivery,16005,25414,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,23.64865
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AA,SSO.OSG General,Operational Delivery,16005,25414,0.43243
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,Administration - General.,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.Activity Hub,Operational Delivery,18499,31874,6.3491
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.Business Hub,Operational Delivery,18499,31874,14.41667
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.Management Coordinator,Operational Delivery,18499,31874,0.66667
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,17.73424
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.People Hub,Operational Delivery,18499,31874,5.06532
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,BA.Safe Decent and Secure,Operational Delivery,18499,31874,2.58333
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,General.,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,HYB.PO : Safe Decent and Secure : Activities,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,HYB.PO Safe Decent Secure and Operations Security,Operational Delivery,18499,31874,7.57051
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,Operation Delivery.Admin Officer,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,PI.Enterprises Services,Operational Delivery,18499,31874,3.21622
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,PO.Audits,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,PO.Operations and Security,Operational Delivery,18499,31874,9
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,PO.Repatriations,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,345.53846
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,SD.Catering,Operational Delivery,18499,31874,7
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,AO,SO.Safe Decent and Secure,Operational Delivery,18499,31874,1.51282
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,BA.Safer Custody,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,BAS.BAS,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,F.Learning Skills Employ Advice & Guidance Wales,Psychology,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,FSS.Catering,Operational Delivery,23501,36839,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,FSS.Hospitality & Catering,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,HYB.SO Safe Decent and Secure and Operations,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,PO.Safe Decent and Secure,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,POS.Offender Supervisor,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,POS.PEI,Operational Delivery,23501,36839,3.66667
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,POS.Search Dog Handler,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SO.Operations,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SO.PEI,Operational Delivery,23501,36839,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SO.Safe Decent and Secure,Operational Delivery,23501,36839,18
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SPI.Cycle Repair,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SPI.Textiles Garment Manufacture,Operational Delivery,23501,36839,3.45886
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,SPI.Waste Environmental,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,VI.BICS,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,VI.Construction,Operational Delivery,23501,36839,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,VI.Motor Mechanic,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,EO,VI.PICTA,Operational Delivery,23501,36839,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,Grade 7,DGC.Deputy Governor,Operational Delivery,52120,77807,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,A.Equality,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,AUM.Industries,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,AUM.Learning Skills and Employment,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,C.Anglican ORD Priest,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,C.Muslim,Operational Delivery,26438,45637,1.98333
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,C.Roman Catholic ORD Deacon Religious Brother Sister Lay,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,CM.Activities,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,CM.Offender Management Unit,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,CM.Operations,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,8
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,FSUM.Catering,Operational Delivery,26438,45637,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,HM.Business,Operational Delivery,26438,45637,1.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,HM.Offender Management,Operational Delivery,26438,45637,2.81081
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,HM.People,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,HYB.BA : Offender Management Hub : Safer Custody,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,HEO,VI.GENERICBusiness Change Manager,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFC.Reducing Reoffending,Operational Delivery,34897,61763,0.88889
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFC.Residence and Services,Operational Delivery,34897,61763,2.61111
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFS.Security and Intelligence,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFSC.Offender Management,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFSC.Operations,Operational Delivery,34897,61763,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HoFSC.Performance Assurance,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,HQMP7.PCSD Communications and Stakeholder Manager (BASS),Communications,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS1,SEO,SC.Managing Chaplain,Operational Delivery,34897,61763,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AA,SSO.Operational Support Grade General,Operational Delivery,16005,25414,29.10256
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AA,SSO.OSG General,Operational Delivery,16005,25414,5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AO,BA.Offender Management Hub,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AO,BA.Safer Custody,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AO,BA.Security Intelligence Collator,Operational Delivery,18499,31874,3.5
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,2
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,EO,BAS.Intelligence Analyst,Intelligence Analysis,23501,36839,4
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS32,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,3
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS38,AO,PO.Safe Decent and Secure,Operational Delivery,18499,31874,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS38,HEO,CM.Safe Decent and Secure,Operational Delivery,26438,45637,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS41,Grade 6,GC.Governor Complex,Operational Delivery,57373,95750,1
Ministry of Justice,Her Majesty's Prison and Probation Service,Wandsworth,HMPPS41,HEO,CM.Dedicated Search Team,Operational Delivery,26438,45637,1
